Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Journey_Date,Journey_Day,Journey_Month,Journey_Weekday,Duration_min,Total_Stops_num,Dep_Hour,Arr_Hour
IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442,2019-05-09,9,5,3,560,1,6,16
SpiceJet,12/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,2019-06-12,12,6,2,270,1,8,13
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 May,15h 25m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,925,1,13,4
Air India,3/03/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,6092,2019-03-03,3,3,6,90,0,13,15
SpiceJet,21/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311,2019-05-21,21,5,1,160,0,5,8
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540,2019-03-27,27,3,2,550,1,19,4
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,2019-05-27,27,5,0,165,0,1,4
Jet Airways,3/04/2019,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 04 Apr,22h 35m,1 stop,In-flight meal not included,5177,2019-04-03,3,4,2,1355,1,14,12
Air India,18/04/2019,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,8246,2019-04-18,18,4,3,185,0,18,21
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14676,2019-06-09,9,6,6,690,1,9,21
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587,2019-06-27,27,6,3,570,1,11,21
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663,2019-05-06,6,5,0,730,1,21,9
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17h 35m,1 stop,No info,13044,2019-06-12,12,6,2,1055,1,16,10
IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 04 Apr,5h 5m,1 stop,No info,5073,2019-04-03,3,4,2,305,1,20,1
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 22 May,25h 50m,1 stop,No info,9345,2019-05-21,21,5,1,1550,1,17,18
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 07 May,20h,1 stop,In-flight meal not included,9663,2019-05-06,6,5,0,1200,1,14,10
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,14277,2019-05-21,21,5,1,780,1,8,21
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 02 Jun,18h 25m,1 stop,In-flight meal not included,10262,2019-06-01,1,6,5,1105,1,10,4
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,2019-03-27,27,3,2,90,0,19,21
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,13727,2019-05-15,15,5,2,570,1,16,1
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,In-flight meal not included,9663,2019-05-06,6,5,0,960,1,20,12
IndiGo,12/05/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858,2019-05-12,12,5,6,140,0,14,17
SpiceJet,24/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,2019-06-24,24,6,0,270,1,8,13
IndiGo,27/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Jun,5h 45m,1 stop,No info,5775,2019-06-27,27,6,3,345,1,21,3
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539,2019-06-06,6,6,3,1450,1,9,9
IndiGo,3/06/2019,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,2019-06-03,3,6,0,155,0,15,18
Air Asia,12/06/2019,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,2019-06-12,12,6,2,165,0,11,13
IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,8738,2019-03-03,3,3,6,295,1,12,17
Air India,27/03/2019,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25h 35m,1 stop,No info,7165,2019-03-27,27,3,2,1535,1,5,6
IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,2019-06-24,24,6,0,380,1,16,22
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,2019-06-27,27,6,3,185,0,18,22
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087,2019-03-12,12,3,1,1120,1,20,15
SpiceJet,27/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,2019-06-27,27,6,3,135,0,9,12
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471,2019-06-12,12,6,2,730,1,16,4
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 25 Jun,19h 25m,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,1165,1,9,4
Air India,18/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,4441,2019-03-18,18,3,0,170,0,13,16
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1 stop,No info,12537,2019-03-27,27,3,2,505,1,7,15
GoAir,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40 25 Mar,9h 15m,1 stop,No info,10091,2019-03-24,24,3,6,555,1,22,7
Air India,3/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961,2019-06-03,3,6,0,170,0,21,23
IndiGo,24/04/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5013,2019-04-24,24,4,2,195,0,5,8
Air India,18/05/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6934,2019-05-18,18,5,5,170,0,5,8
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,10877,2019-06-03,3,6,0,740,1,6,19
Jet Airways,18/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,2019-04-18,18,4,3,175,0,15,18
IndiGo,27/03/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,7048,2019-03-27,27,3,2,575,1,16,1
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,2019-06-27,27,6,3,155,0,17,19
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844,2019-05-21,21,5,1,570,1,14,23
Jet Airways,18/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,15129,2019-05-18,18,5,5,1760,2,23,4
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943,2019-05-12,12,5,6,175,0,0,3
SpiceJet,6/06/2019,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583,2019-06-06,6,6,3,315,1,6,11
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,2019-06-06,6,6,3,545,1,7,16
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677,2019-06-03,3,6,0,645,1,8,19
IndiGo,1/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6842,2019-06-01,1,6,5,295,1,5,10
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995,2019-06-24,24,6,0,90,0,8,10
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555,2019-06-09,9,6,6,700,1,7,18
IndiGo,1/06/2019,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077,2019-06-01,1,6,5,165,0,1,4
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,2019-05-12,12,5,6,175,0,15,18
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192,2019-06-09,9,6,6,600,1,9,19
Air India,12/04/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5911,2019-04-12,12,4,4,165,0,10,12
Air India,12/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,2019-06-12,12,6,2,615,1,9,19
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995,2019-03-18,18,3,0,85,0,7,8
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323,2019-05-09,9,5,3,555,1,10,19
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014,2019-06-09,9,6,6,1375,2,5,4
Air India,6/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591,2019-06-06,6,6,3,1730,2,14,19
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,No info,18799,2019-03-03,3,3,6,2245,2,5,18
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943,2019-04-27,27,4,5,170,0,23,2
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,2019-05-21,21,5,1,90,0,5,7
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,2019-05-27,27,5,0,90,0,10,11
Air India,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641,2019-03-24,24,3,6,1540,1,16,18
Air India,12/04/2019,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,2019-04-12,12,4,4,155,0,20,23
Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191,2019-05-18,18,5,5,375,1,13,19
Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843,2019-03-09,9,3,5,1050,1,2,19
IndiGo,1/05/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No info,6349,2019-05-01,1,5,2,345,1,21,3
Air Asia,1/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,2019-05-01,1,5,2,155,0,10,12
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024,2019-03-06,6,3,2,1530,1,18,19
Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13727,2019-05-18,18,5,5,835,1,7,21
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855,2019-03-15,15,3,4,175,0,18,21
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524,2019-06-24,24,6,0,615,1,8,19
Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,No info,13555,2019-03-18,18,3,0,520,1,11,20
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844,2019-06-06,6,6,3,330,1,6,12
Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13587,2019-06-09,9,6,6,720,1,9,21
SpiceJet,12/06/2019,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,2019-06-12,12,6,2,135,0,9,12
Vistara,18/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,4842,2019-03-18,18,3,0,135,0,7,9
IndiGo,24/04/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No info,3943,2019-04-24,24,4,2,170,0,23,2
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577,2019-06-09,9,6,6,550,1,19,4
IndiGo,15/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979,2019-05-15,15,5,2,625,1,10,21
Vistara,27/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,2019-06-27,27,6,3,140,0,17,20
SpiceJet,6/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,2019-06-06,6,6,3,270,1,8,13
Vistara,3/03/2019,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,8001,2019-03-03,3,3,6,190,0,6,9
Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651,2019-06-01,1,6,5,1410,2,19,19
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844,2019-05-24,24,5,4,1640,1,16,19
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,6601,2019-03-27,27,3,2,755,1,9,22
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1 stop,No info,6587,2019-03-21,21,3,3,1455,1,19,19
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173,2019-03-21,21,3,3,80,0,13,14
Air India,9/05/2019,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228,2019-05-09,9,5,3,165,0,10,12
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769,2019-06-21,21,6,4,180,0,7,10
Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714,2019-06-06,6,6,3,660,1,8,19
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,2019-06-03,3,6,0,810,2,5,19
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,non-stop,No info,3359,2019-06-03,3,6,0,170,0,22,1
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722,2019-03-03,3,3,6,175,0,20,23
IndiGo,18/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4462,2019-03-18,18,3,0,165,0,9,12
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,6171,2019-03-09,9,3,5,675,1,4,16
Air India,21/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12303,2019-05-21,21,5,1,875,2,5,20
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:35 22 Mar,13h 55m,1 stop,No info,7695,2019-03-21,21,3,3,835,1,11,1
IndiGo,24/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1 stop,No info,5684,2019-06-24,24,6,0,845,1,11,1
Air India,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No info,8366,2019-06-12,12,6,2,905,1,16,7
Air India,1/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630,2019-03-01,1,3,4,135,0,11,13
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502,2019-03-06,6,3,2,900,1,14,5
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1 stop,No info,14781,2019-05-01,1,5,2,775,1,21,10
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513,2019-06-12,12,6,2,540,1,7,16
Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,9929,2019-06-01,1,6,5,735,1,7,19
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7h 40m,2 stops,No info,18275,2019-06-06,6,6,3,460,2,17,1
Air India,9/04/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1 stop,No info,4487,2019-04-09,9,4,1,1640,1,6,9
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754,2019-03-15,15,3,4,85,0,21,22
Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,2575,2019-03-27,27,3,2,80,0,6,7
SpiceJet,12/06/2019,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,2019-06-12,12,6,2,330,1,15,21
Air India,9/03/2019,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1 stop,No info,8991,2019-03-09,9,3,5,705,1,20,8
IndiGo,24/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000,2019-06-24,24,6,0,195,0,5,8
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,8529,2019-06-12,12,6,2,1495,1,18,19
Air India,3/03/2019,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042,2019-03-03,3,3,6,1640,1,6,9
Jet Airways,24/05/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,2019-05-24,24,5,4,175,0,11,14
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844,2019-06-06,6,6,3,1025,1,18,12
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804,2019-05-06,6,5,0,160,0,21,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,7308,2019-05-27,27,5,0,480,1,17,1
IndiGo,12/05/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,2019-05-12,12,5,6,180,0,16,19
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262,2019-06-24,24,6,0,1655,1,9,12
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,450,1,20,4
Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No info,12778,2019-03-12,12,3,1,1375,2,17,16
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,14871,2019-03-03,3,3,6,515,1,4,13
Air India,21/03/2019,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2 stops,No info,8708,2019-03-21,21,3,3,1795,2,13,19
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844,2019-06-06,6,6,3,1335,1,20,18
SpiceJet,6/03/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,4129,2019-03-06,6,3,2,80,0,5,7
IndiGo,18/05/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,non-stop,No info,4804,2019-05-18,18,5,5,160,0,21,0
Jet Airways,6/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,2019-05-06,6,5,0,180,0,8,11
Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,7832,2019-03-21,21,3,3,730,1,7,19
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No info,3859,2019-03-18,18,3,0,155,0,9,12
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9001,2019-06-06,6,6,3,705,1,7,19
Vistara,9/05/2019,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,2019-05-09,9,5,3,155,0,17,19
IndiGo,3/05/2019,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754,2019-05-03,3,5,4,90,0,2,4
Vistara,27/06/2019,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668,2019-06-27,27,6,3,160,0,7,9
Air Asia,12/05/2019,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5216,2019-05-12,12,5,6,155,0,10,12
Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368,2019-06-06,6,6,3,1375,2,5,4
IndiGo,9/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,8146,2019-03-09,9,3,5,880,2,6,21
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,No info,12242,2019-03-27,27,3,2,925,1,13,4
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,9134,2019-03-15,15,3,4,435,1,8,15
Air India,6/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2 stops,No info,10939,2019-06-06,6,6,3,1210,2,13,9
Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2 stops,No info,11753,2019-06-06,6,6,3,1245,2,10,7
SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,2019-04-24,24,4,2,150,0,17,19
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,19:50 22 May,23h 50m,1 stop,In-flight meal not included,10844,2019-05-21,21,5,1,1430,1,20,19
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,19:00 04 Jun,27h,1 stop,No info,14714,2019-06-03,3,6,0,1620,1,16,19
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,9899,2019-06-12,12,6,2,330,1,6,12
IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,21:00,11h 50m,1 stop,No info,14871,2019-03-03,3,3,6,710,1,9,21
IndiGo,6/03/2019,Chennai,Kolkata,MAA → CCU,13:20,15:35,2h 15m,non-stop,No info,7295,2019-03-06,6,3,2,135,0,13,15
Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,18:45,19:15 07 Jun,24h 30m,2 stops,No info,13465,2019-06-06,6,6,3,1470,2,18,19
SpiceJet,21/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,2019-05-21,21,5,1,140,0,17,20
Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:30 28 Jun,6h 30m,1 stop,No info,7198,2019-06-27,27,6,3,390,1,19,1
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 02 Jun,20h 25m,1 stop,In-flight meal not included,10262,2019-06-01,1,6,5,1225,1,8,4
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,15:20,17:55,2h 35m,non-stop,No info,4148,2019-03-15,15,3,4,155,0,15,17
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,8016,2019-06-27,27,6,3,175,0,15,18
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 10 Jun,5h 35m,1 stop,In-flight meal not included,10262,2019-06-09,9,6,6,335,1,22,4
SpiceJet,15/06/2019,Kolkata,Banglore,CCU → BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841,2019-06-15,15,6,5,150,0,14,17
Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,00:30 13 Mar,14h 45m,1 stop,No info,11507,2019-03-12,12,3,1,885,1,9,0
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,14781,2019-05-01,1,5,2,740,1,8,20
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,19:00 28 May,25h 30m,1 stop,No info,16079,2019-05-27,27,5,0,1530,1,17,19
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 28 May,5h 35m,1 stop,In-flight meal not included,12898,2019-05-27,27,5,0,335,1,22,4
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,15353,2019-03-06,6,3,2,705,1,7,19
